JobTypeFormQuestionId,Description,CreatedOn,CreatedBy,StatusId,ModifiedOn,ModifiedBy,AnswerFormat,Required,PlaceHolder,SortOrder,ValidationMessage,JobTypeFormId,Config,GroupNo,Field,Col,HelpUrl,DefaultText,JobTypeFormSectionId
653,"If there are laundry facilities in the rented premises, are they connected to a reasonable supply of hot and cold water?",29/5/2021 20:47,0,1,22/8/2024 5:36,194664,radioboxlist,1,,23,,70,,66,NULL,0,NULL,NULL,0
2858,"If NO hot water is supplied, is the cold water considered reasonable to efficiently run a washing machine with an internal heating system?",22/8/2024 5:36,0,1,22/8/2024 5:36,194664,radioboxlist,0,,24,,70,,66,NULL,0,NULL,NULL,0
654,(1) Is the rented premises structurally sound?,29/5/2021 20:48,0,1,22/8/2024 5:36,194664,radioboxlist,1,,25,,70,,67,NULL,0,NULL,NULL,0
655,(2) Is the rented premises weatherproof?,29/5/2021 20:49,0,1,22/8/2024 5:36,194664,radioboxlist,1,,26,,70,,67,NULL,0,NULL,NULL,0
656,Are all rooms in the rented premises free from mould or dampness caused by or related to the building structure?,29/5/2021 20:50,0,1,22/8/2024 5:36,194664,radioboxlist,1,,27,,70,,68,NULL,0,NULL,NULL,0
657,(1) Are all power outlets and lighting circuits in the rented premises connected to:,29/5/2021 20:55,0,1,22/8/2024 5:36,194664,checkboxlist,0,,28,,70,,74,NULL,0,NULL,NULL,0
658,"(a) a switchboard-type Circuit Breaker that complies with AS/NZS 3000, “Electrical Installations”, as published from time to time.",29/5/2021 20:55,0,1,22/8/2024 5:36,194664,radioboxlist,1,,29,,70,,74,NULL,0,NULL,NULL,0
662,Is each window in a room that is likely to be used as a bedroom or living area fitted with a curtain or blind that can be opened or closed by the renter to reasonably block light and provide reasonable privacy to the renter.,29/5/2021 21:00,0,1,22/8/2024 5:36,194664,radioboxlist,1,,31,,70,,69,NULL,0,NULL,NULL,0
663,(1) Are all external windows in the rented premises that are capable of opening able to be set in a closed or open position?,29/5/2021 21:00,0,1,22/8/2024 5:36,194664,radioboxlist,1,,32,,70,,70,NULL,0,NULL,NULL,0
664,"(2) Do all external windows in the rented premises that a capable of opening have a functioning latch, window lock or bolt to secure them against external entry?",29/5/2021 21:01,0,1,22/8/2024 5:36,194664,radioboxlist,1,,33,,70,,70,NULL,0,NULL,NULL,0
2748,"Are all blind cords installed above the recommended height of 1600mm, secured, ensuring complete safety and poses no choke hazard?",24/1/2024 0:19,0,1,10/2/2025 5:11,0,radioboxlist,0,,34,,70,,70,NULL,0,NULL,NULL,0
665,"(1) Do the interior rooms, corridors and hallways of the rented premises have access to light, whether natural or artificial, which is appropriate for the function or use of those rooms?",29/5/2021 21:02,0,1,22/8/2024 5:36,194664,radioboxlist,1,,35,,70,,71,NULL,0,NULL,NULL,0
666,(2) Does each habitable room in the rented premises have access to –,29/5/2021 21:03,0,1,22/8/2024 5:36,194664,checkboxlist,0,,36,,70,,71,NULL,0,NULL,NULL,0
669,"(1) The building is a Class 1 building and each habitable room, bathroom, shower room, toilet, and laundry have ventilation that satisfies the specified Performance Requirements or Acceptable Construction Practice requirements.",29/5/2021 21:06,0,1,22/8/2024 5:36,194664,radioboxlist,1,,38,,70,,72,NULL,0,NULL,NULL,0
672,"(2) The building is a Class 2 building and each habitable room, bathroom, shower room, toilet, and laundry have ventilation that satisfies the specified Performance Requirements or the Deemed-to-Satisfy Provision requirements.",29/5/2021 21:07,0,1,22/8/2024 5:36,194664,radioboxlist,1,,39,,70,,72,NULL,0,NULL,NULL,0
675,"(b) If the premises is a Class 1 building, is any fixed heater first installed in the main living area during this period an energy efficient fixed heater.",29/5/2021 21:10,0,1,22/8/2024 5:36,194664,radioboxlist,1,,42,,70,,73,NULL,0,NULL,NULL,0
679,3) If the rented premises is within a Class 1or 2 building and there is no energy efficient heater in the living area would it be unreasonable to install an energy efficient heater?,29/5/2021 21:11,0,1,10/2/2025 5:11,0,radioboxlist,1,,43,,70,,73,NULL,0,NULL,NULL,0
677,(a) If the rented premises is within a Class 2 building does it have a fixed heater in good working order in the main living area?,29/5/2021 21:10,0,1,22/8/2024 5:36,194664,radioboxlist,1,,45,,70,,73,NULL,0,NULL,NULL,0
678,"(b) If the rented premises is within a Class 2 building, is any fixed heater firstinstalled in the main living area during this period an energy efficient fixedheater?",29/5/2021 21:11,0,1,22/8/2024 5:36,194664,radioboxlist,1,,46,,70,,73,NULL,0,NULL,NULL,0
920,Please add any relevant photos?,30/3/2022 3:14,0,1,22/8/2024 5:36,194664,file,0,,47,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",61,NULL,0,NULL,NULL,0
921,Please add any relevant photos?,30/3/2022 3:15,0,1,22/8/2024 5:36,194664,file,0,,48,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",62,NULL,0,NULL,NULL,0
922,Please add any relevant photos?,30/3/2022 3:15,0,1,22/8/2024 5:36,194664,file,0,,49,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",63,NULL,0,NULL,NULL,0
923,Please add any relevant photos?,30/3/2022 3:16,0,1,22/8/2024 5:36,194664,file,0,,50,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",64,NULL,0,NULL,NULL,0
924,Please add any relevant photos?,30/3/2022 3:16,0,1,22/8/2024 5:36,194664,file,0,,51,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",65,NULL,0,NULL,NULL,0
925,Please add any relevant photos?,30/3/2022 3:17,0,1,22/8/2024 5:36,194664,file,0,,52,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",66,NULL,0,NULL,NULL,0
926,Please add any relevant photos?,30/3/2022 3:17,0,1,22/8/2024 5:36,194664,file,0,,53,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",67,NULL,0,NULL,NULL,0
927,Please add any relevant photos?,30/3/2022 3:17,0,1,22/8/2024 5:36,194664,file,0,,54,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",68,NULL,0,NULL,NULL,0
928,Please add any relevant photos?,30/3/2022 3:18,0,1,22/8/2024 5:36,194664,file,0,,55,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",74,NULL,0,NULL,NULL,0
929,Please add any relevant photos?,30/3/2022 3:18,0,1,22/8/2024 5:36,194664,file,0,,56,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",69,NULL,0,NULL,NULL,0
930,Please add any relevant photos?,30/3/2022 3:21,0,1,22/8/2024 5:36,194664,file,0,,57,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",70,NULL,0,NULL,NULL,0
932,Please add any relevant photos?,30/3/2022 3:22,0,1,22/8/2024 5:36,194664,file,0,,58,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",72,NULL,0,NULL,NULL,0
931,Please add any relevant photos?,30/3/2022 3:21,0,1,22/8/2024 5:36,194664,file,0,,59,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",71,NULL,0,NULL,NULL,0
933,Please add any relevant photos?,30/3/2022 3:23,0,1,22/8/2024 5:36,194664,file,0,,60,Upload Image (Max40Mb),70,"types:*.jpeg,*.jpg,*.png;size:40960",73,NULL,0,NULL,NULL,0
935,Add any relevant notes here,30/3/2022 4:55,0,1,22/8/2024 5:36,194664,textarea,0,,61,,70,,61,NULL,0,NULL,NULL,0
936,Add any relevant notes here,30/3/2022 4:55,0,1,22/8/2024 5:36,194664,textarea,0,,62,,70,,62,NULL,0,NULL,NULL,0
937,Add any relevant notes here,30/3/2022 4:55,0,1,22/8/2024 5:36,194664,textarea,0,,63,,70,,63,NULL,0,NULL,NULL,0
938,Add any relevant notes here,30/3/2022 4:56,0,1,22/8/2024 5:36,194664,textarea,0,,64,,70,,63,NULL,0,NULL,NULL,0
939,Add any relevant notes here,30/3/2022 4:56,0,1,22/8/2024 5:36,194664,textarea,0,,65,,70,,64,NULL,0,NULL,NULL,0
940,Add any relevant notes here,30/3/2022 4:56,0,1,22/8/2024 5:36,194664,textarea,0,,66,,70,,65,NULL,0,NULL,NULL,0
941,Add any relevant notes here,30/3/2022 4:56,0,1,22/8/2024 5:36,194664,textarea,0,,67,,70,,66,NULL,0,NULL,NULL,0
942,Add any relevant notes here,30/3/2022 4:57,0,1,22/8/2024 5:36,194664,textarea,0,,68,,70,,67,NULL,0,NULL,NULL,0
943,Add any relevant notes here,30/3/2022 4:57,0,1,22/8/2024 5:36,194664,textarea,0,,69,,70,,68,NULL,0,NULL,NULL,0
944,Add any relevant notes here,30/3/2022 4:57,0,1,22/8/2024 5:36,194664,textarea,0,,70,,70,,74,NULL,0,NULL,NULL,0
945,Add any relevant notes here,30/3/2022 4:57,0,1,22/8/2024 5:36,194664,textarea,0,,71,,70,,69,NULL,0,NULL,NULL,0
946,Add any relevant notes here,30/3/2022 4:57,0,1,22/8/2024 5:36,194664,textarea,0,,72,,70,,70,NULL,0,NULL,NULL,0
947,Add any relevant notes here,30/3/2022 4:58,0,1,22/8/2024 5:36,194664,textarea,0,,73,,70,,71,NULL,0,NULL,NULL,0
948,Add any relevant notes here,30/3/2022 4:58,0,1,22/8/2024 5:36,194664,textarea,0,,74,,70,,72,NULL,0,NULL,NULL,0
1165,Add any relevant notes here,20/12/2022 23:54,0,1,22/8/2024 5:36,194664,textarea,0,,75,,70,,73,NULL,0,NULL,NULL,0
1150,Compliant?,11/11/2022 4:15,0,1,22/8/2024 5:36,194664,iscompliant,0,,76,,70,,61,NULL,0,NULL,NULL,0
1151,Compliant?,11/11/2022 4:15,0,1,22/8/2024 5:36,194664,iscompliant,0,,77,,70,,62,NULL,0,NULL,NULL,0
1152,Compliant?,11/11/2022 4:15,0,1,22/8/2024 5:36,194664,iscompliant,0,,78,,70,,63,NULL,0,NULL,NULL,0
1153,Compliant?,11/11/2022 4:16,0,1,22/8/2024 5:36,194664,iscompliant,0,,79,,70,,64,NULL,0,NULL,NULL,0
1154,Compliant?,11/11/2022 4:16,0,1,22/8/2024 5:36,194664,iscompliant,0,,80,,70,,65,NULL,0,NULL,NULL,0
1164,Compliant?,11/11/2022 4:19,0,1,22/8/2024 5:36,194664,iscompliant,0,,81,,70,,73,NULL,0,NULL,NULL,0
1163,Compliant?,11/11/2022 4:19,0,1,22/8/2024 5:36,194664,iscompliant,0,,82,,70,,72,NULL,0,NULL,NULL,0
1161,Compliant?,11/11/2022 4:18,0,1,22/8/2024 5:36,194664,iscompliant,0,,83,,70,,71,NULL,0,NULL,NULL,0
1160,Compliant?,11/11/2022 4:18,0,1,22/8/2024 5:36,194664,iscompliant,0,,84,,70,,70,NULL,0,NULL,NULL,0
1159,Compliant?,11/11/2022 4:18,0,1,22/8/2024 5:36,194664,iscompliant,0,,85,,70,,69,NULL,0,NULL,NULL,0
1158,Compliant?,11/11/2022 4:17,0,1,22/8/2024 5:36,194664,iscompliant,0,,86,,70,,74,NULL,0,NULL,NULL,0
2751,Observation / Additional Notes,9/5/2024 6:55,0,1,22/8/2024 5:36,194664,textarea,0,Please add any observation / additional notes if required,87,,70,,159,NULL,0,NULL,NULL,0
1157,Compliant?,11/11/2022 4:17,0,1,22/8/2024 5:36,194664,iscompliant,0,,88,,70,,68,NULL,0,NULL,NULL,0
1156,Compliant?,11/11/2022 4:17,0,1,22/8/2024 5:36,194664,iscompliant,0,,89,,70,,67,NULL,0,NULL,NULL,0
1155,Compliant?,11/11/2022 4:17,0,1,22/8/2024 5:36,194664,iscompliant,0,,90,,70,,66,NULL,0,NULL,NULL,0
625,Inspector Name,18/5/2021 22:32,0,1,22/8/2024 5:36,194664,textbox,1,,91,,70,,60,NULL,0,NULL,NULL,0
680,Contractors Name,4/6/2021 16:05,0,1,23/5/2024 0:59,0,textbox,1,,1,,71,,75,NULL,0,NULL,NULL,0
682,Photo of contractors licence (if required),4/6/2021 16:08,0,1,12/8/2022 2:55,0,file,0,,2,Upload Image (Max 40MB),71,"types:*.jpeg,*.jpg,*.png;size:40960",75,NULL,0,NULL,NULL,0
683,Completion Notes,4/6/2021 16:09,0,1,23/5/2024 0:59,0,textarea,1,Please add any relevant notes,3,,71,,76,NULL,0,NULL,NULL,0
681,Image of repaired or installed item,4/6/2021 16:07,0,1,24/8/2022 1:22,0,file,0,,6,Upload Image (Max 40MB),71,"types:*.jpeg,*.jpg,*.png;size:40960",75,NULL,0,NULL,NULL,0
685,Take two or three photos of the most common type of globe in your house or apartment? (Please take photo with the light off where possible),5/7/2021 8:06,0,1,23/7/2021 5:42,0,file,0,,1,Upload Image (Max 40MB),72,"types:*.jpeg,*.jpg,*.png;size:40960",77,NULL,0,NULL,NULL,0
690,How many of these globes are in your house or apartment?,5/7/2021 8:24,0,1,23/7/2021 5:43,0,dropdown,0,Total number of these most common globes,2,,72,,77,NULL,0,NULL,NULL,0
695,Has your house or apartment previously had an LED upgrade?,8/7/2021 2:04,0,1,23/7/2021 5:34,257325,radioboxlist,1,,3,,72,,77,NULL,0,NULL,NULL,0
686,Please take a photo of the hot water system if possible including the surrounding area?,5/7/2021 8:15,0,1,23/7/2021 5:34,257325,file,0,,4,Upload Image (Max 40MB),72,"types:*.jpeg,*.jpg,*.png;size:40960",79,NULL,0,NULL,NULL,0
696,Access to the hot water system is?,21/7/2021 23:51,0,1,23/7/2021 5:34,257325,radioboxlist,0,,5,,72,,79,NULL,0,NULL,NULL,0
688,Please take a photo of the serial plate of the hot water system if possible?,5/7/2021 8:16,0,1,23/7/2021 5:34,257325,file,0,,6,Upload Image (Max 40MB),72,"types:*.jpeg,*.jpg,*.png;size:40960",79,NULL,0,NULL,NULL,0
966,Technician Name,17/5/2022 5:25,0,1,16/8/2024 6:25,16437,textarea,1,,1,,73,,0,NULL,0,NULL,NULL,0
900,How many smoke alarms are in the property?,29/3/2022 9:30,0,1,16/8/2024 6:25,16437,dropdown,1,,2,,73,,0,NULL,0,NULL,NULL,0
899,Smoke Alarm 1 Expiry Date,29/3/2022 9:29,0,1,16/8/2024 6:25,16437,datepicker,1,,3,,73,,0,NULL,0,NULL,NULL,0
901,Smoke Alarm 2 Expiry Date,29/3/2022 9:32,0,1,16/8/2024 6:25,16437,datepicker,0,,4,,73,,0,NULL,0,NULL,NULL,0
908,Smoke Alarm 3 Expiry Date,29/3/2022 9:35,0,1,16/8/2024 6:25,16437,datepicker,0,,5,,73,,0,NULL,0,NULL,NULL,0
909,Smoke Alarm 4 Expiry Date,29/3/2022 9:35,0,1,16/8/2024 6:25,16437,datepicker,0,,6,,73,,0,NULL,0,NULL,NULL,0
907,Smoke Alarm 5 Expiry Date,29/3/2022 9:35,0,1,16/8/2024 6:25,16437,datepicker,0,,7,,73,,0,NULL,0,NULL,NULL,0
906,Smoke Alarm 6 Expiry Date,29/3/2022 9:34,0,1,16/8/2024 6:25,16437,datepicker,0,,8,,73,,0,NULL,0,NULL,NULL,0
905,Smoke Alarm 7 Expiry Date,29/3/2022 9:34,0,1,16/8/2024 6:25,16437,datepicker,0,,9,,73,,0,NULL,0,NULL,NULL,0
904,Smoke Alarm 8 Expiry Date,29/3/2022 9:33,0,1,16/8/2024 6:25,16437,datepicker,0,,10,,73,,0,NULL,0,NULL,NULL,0
903,Smoke Alarm 9 Expiry Date,29/3/2022 9:33,0,1,16/8/2024 6:25,16437,datepicker,0,,11,,73,,0,NULL,0,NULL,NULL,0
902,Smoke Alarm 10 Expiry Date,29/3/2022 9:33,0,1,16/8/2024 6:25,16437,datepicker,0,,12,,73,,0,NULL,0,NULL,NULL,0
916,How many smoke alarms are hard wired?,30/3/2022 2:25,0,1,16/8/2024 6:25,16437,dropdown,0,,13,,73,,0,NULL,0,NULL,NULL,0
917,Are smoke alarms in working condition been tested and batteries changed?,30/3/2022 2:28,0,1,16/8/2024 6:25,16437,dropdown,0,,14,,73,,0,NULL,0,NULL,NULL,0
911,How many smoke alarms have you replaced?,29/3/2022 9:39,0,1,16/8/2024 6:25,16437,dropdown,1,,15,,73,,0,NULL,0,NULL,NULL,0
913,Do any other smoke alarms need replacement?,29/3/2022 10:11,0,1,16/8/2024 6:25,16437,dropdown,0,,16,,73,,0,NULL,0,NULL,NULL,0
918,How many other smoke alarms require replacement?,30/3/2022 2:37,0,1,16/8/2024 6:25,16437,dropdown,0,,17,,73,,0,NULL,0,NULL,NULL,0
919,Add photos of all existing and newly installed smoke alarms,30/3/2022 2:39,0,1,16/8/2024 6:25,16437,file,0,,18,Upload Image (Max40Mb),73,"types:*.jpeg,*.jpg,*.png;size:40960",0,NULL,0,NULL,NULL,0
912,Add photos of any expired smoke alarms,29/3/2022 9:41,0,1,16/8/2024 6:25,16437,file,0,,19,Upload Image (Max40Mb),73,"types:*.jpeg,*.jpg,*.png;size:40960",0,NULL,0,NULL,NULL,0
915,Please give details of any further works required?,29/3/2022 10:14,0,1,16/8/2024 6:25,16437,textarea,0,,20,,73,,0,NULL,0,NULL,NULL,0
2857,Are the smoke alarms compliant?,16/8/2024 6:25,0,1,16/8/2024 6:25,16437,iscompliant,1,,21,,73,,0,NULL,0,NULL,NULL,0
1111,Search users,21/2/2022 21:17,58,1,21/2/2022 21:18,58,,0,,1,,74,,82,Fullname,0,NULL,NULL,0
1099,Firstname,5/2/2022 21:20,58,1,5/2/2022 21:20,58,,0,,2,,74,,82,Firstname,6,NULL,NULL,0
1100,Lastname,5/2/2022 21:20,58,1,13/2/2022 20:01,58,,0,,3,,74,,82,Lastname,6,NULL,NULL,0
1101,Mobile,13/2/2022 20:00,58,1,13/2/2022 20:00,58,,0,,4,,74,,82,Mobile,0,NULL,NULL,0
1102,Email,13/2/2022 20:01,58,0,13/2/2022 20:01,58,,0,,5,,74,,82,Email,12,NULL,NULL,0
1107,Address1,19/2/2022 23:08,58,1,19/2/2022 23:08,58,,0,,6,,74,,82,Address1,0,NULL,NULL,0
1108,Address2,19/2/2022 23:09,58,1,19/2/2022 23:19,58,,0,,7,,74,,82,Address2,0,NULL,NULL,0
1112,JobTypeName,21/2/2022 21:20,58,1,21/2/2022 21:20,58,,0,,8,,74,,82,JobTypeName,0,NULL,NULL,0
1104,Location,13/2/2022 20:06,58,1,13/2/2022 20:07,58,,0,,9,,74,,82,Location,8,NULL,NULL,0
1192,Purchase Date,5/4/2023 4:32,6808,1,5/4/2023 4:34,6808,datepicker,0,,10,,74,,82,PurchaseDate,0,,NULL,0
1190,ProductCode,5/4/2023 4:26,158095,1,5/4/2023 4:26,158095,,0,,11,,74,,82,ProductCode,0,,NULL,0
1193,Quantity,5/4/2023 4:34,6808,1,5/4/2023 4:34,6808,textbox,0,,12,,74,,82,Quantity,0,,NULL,0
1191,Place Of Purchase,5/4/2023 4:31,6808,1,5/4/2023 4:43,6808,textbox,0,,13,,74,,82,PlaceOfPurchase,0,,NULL,0
1195,Product Description,5/4/2023 4:38,6808,1,5/4/2023 4:40,6808,textarea,0,,14,,74,,82,ProductDescription,0,,NULL,0
1103,Description,13/2/2022 20:01,58,1,5/4/2023 4:39,6808,,0,,15,,74,,82,Description,12,,NULL,0
1196,ProviderDetails,5/4/2023 4:39,6808,1,5/4/2023 4:39,6808,textarea,0,,16,,74,,82,ProviderDetails,0,,NULL,0
1114,JobSourceId,26/3/2022 20:51,58,1,26/3/2022 20:51,58,,0,,17,,74,,82,JobSourceId,0,NULL,NULL,0
1109,HasReview,20/2/2022 2:34,58,1,20/2/2022 2:34,58,,0,,18,,74,,82,HasReview,0,NULL,NULL,0
1113,Files,19/3/2022 20:32,58,1,19/3/2022 20:32,58,,0,,19,,74,,82,Files,0,NULL,NULL,0
1116,JobDate,4/8/2022 23:16,58,1,4/8/2022 23:16,58,,0,,20,,74,,82,JobDate,0,NULL,NULL,0
1117,Upload Report,29/9/2022 7:18,0,1,29/9/2022 7:18,6808,file,0,,1,Upload Image (Max 40MB),75,"types:*.pdf,*.jpg,*.png;size:40960",89,NULL,0,NULL,NULL,0
1126,Notes,5/10/2022 23:08,0,1,5/10/2022 23:10,0,textarea,1,,1,,76,,90,NULL,0,NULL,NULL,0
1118,Upload photos of your completed work,5/10/2022 19:19,0,1,5/10/2022 23:09,6808,file,1,,2,Upload Image (Max 40MB),76,"types:*.jpeg,*.jpg,*.png;size:40960",90,NULL,0,NULL,NULL,0
1125,Minutes over 1 Hour,5/10/2022 20:49,0,1,5/10/2022 23:09,6808,textbox,1,0,3,,76,,90,NULL,0,NULL,NULL,0
1123,Other Cost,5/10/2022 20:29,0,1,5/10/2022 23:09,6808,costinterface,0,,4,,76,,90,NULL,0,NULL,NULL,0
1128,Add Photos of Completed Works,20/10/2022 1:25,0,1,20/10/2022 1:43,158095,file,0,,1,Upload Image (Max 40MB),77,"types:*.jpeg,*.jpg,*.png;size:40960",91,NULL,0,NULL,NULL,0
1130,Notes,20/10/2022 1:39,0,1,20/10/2022 1:43,158095,textarea,0,,2,,77,,92,NULL,0,NULL,NULL,0
1132,Search users,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,1,,78,,93,Fullname,0,NULL,NULL,0
1135,Mobile,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,2,,78,,93,Mobile,0,NULL,NULL,0
1136,Email,3/11/2022 19:42,58,0,3/11/2022 19:42,58,,0,,3,,78,,93,Email,12,NULL,NULL,0
1137,Description,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,4,,78,,93,Description,12,NULL,NULL,0
1138,Address1,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,5,,78,,93,Address1,0,NULL,NULL,0
1139,Address2,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,6,,78,,93,Address2,0,NULL,NULL,0
1140,Location,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,7,,78,,93,Location,8,NULL,NULL,0
1141,CountryCode,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,8,,78,value::au,93,CountryCode,4,NULL,NULL,0
1142,JobTypeName,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,9,,78,,93,JobTypeName,0,NULL,NULL,0
1143,SiteId,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,10,,78,,93,SiteId,0,NULL,NULL,0
1144,JobSourceId,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,11,,78,,93,JobSourceId,0,NULL,NULL,0
1145,HasReview,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,12,,78,,93,HasReview,0,NULL,NULL,0
1146,LotName,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,13,,78,,93,LotName,0,NULL,NULL,0
1147,Files,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,14,,78,,93,Files,0,NULL,NULL,0
1148,StatusId,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,15,,78,,93,StatusId,0,NULL,NULL,0
1149,JobDate,3/11/2022 19:42,58,1,3/11/2022 19:42,58,,0,,16,,78,,93,JobDate,0,NULL,NULL,0
1167,Has the issue reported by the tenant been resolved to their satisfaction?,31/1/2023 11:01,0,1,13/11/2023 1:21,16437,radioboxlist,1,,1,,79,,0,NULL,0,NULL,NULL,0
